name,label,summary,description
firewalld-filesystem,服务, Firewalld directory layout and rpm macros," This package provides directories and rpm macros which
are required by other packages that add firewalld configuration files."
fence-agents-rhevm,服务, Fence agent for RHEV-M, Fence agent for RHEV-M via REST API.
fence-agents-cisco-mds,服务, Fence agent for Cisco MDS 9000 series," Fence agent for Cisco MDS 9000 series devices that are accessed
via the SNMP protocol."
mariadb-pam,服务, PAM authentication plugin for the MariaDB server, PAM authentication server-side plugin for MariaDB.
httpd,服务, Apache HTTP Server," The Apache HTTP Server is a powerful, efficient, and extensible
web server."
gnome-themes-standard,服务, Standard themes for GNOME applications," The gnome-themes-standard package contains the standard theme for the GNOME
desktop, which provides default appearance for cursors, desktop background,
window borders and GTK+ applications."
rsyslog-snmp,服务, SNMP protocol support for rsyslog," The rsyslog-snmp package contains the rsyslog plugin that provides the
ability to send syslog messages as SNMPv1 and SNMPv2c traps."
openssh-cavs,服务,CAVS tests for FIPS validation ,"This package contains test binaries and scripts to make FIPS validation
easier. Now contains CTR and KDF CAVS test driver. "
grafana,服务, Metrics dashboard and graph editor," Grafana is an open source, feature rich metrics dashboard and graph editor for
Graphite, InfluxDB & OpenTSDB."
pcp-pmda-lio,服务, Performance Co-Pilot (PCP) metrics for the LIO subsystem," This package provides a PMDA to gather performance metrics from the kernels
iSCSI target interface (LIO). The metrics are stored by LIO within the Linux
kernels configfs filesystem. The PMDA provides per LUN level stats, and a
summary instance per iSCSI target, which aggregates all LUN metrics within the
target."
tigervnc-license,服务, License of TigerVNC suite, This package contains license of the TigerVNC suite
pcp-pmda-redis,服务, Performance Co-Pilot (PCP) metrics for Redis," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from Redis servers (redis.io)."
dde-desktop,服务, Deepin desktop environment - desktop module, Deepin desktop environment - desktop module.
openssh-keycat,服务,A mls keycat backend for openssh ,"OpenSSH mls keycat is backend for using the authorized keys in the
openssh in the mls mode. "
brltty-dracut,服务, brltty module for Dracut, This package provides brltty module for Dracut.
pcp-pmda-sendmail,服务, Performance Co-Pilot (PCP) metrics for Sendmail," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Sendmail traffic."
audispd-plugins-zos,服务,z/OS plugin for the audit event dispatcher ,"The audispd-plugins-zos package provides a plugin that will forward all
incoming audit events, as they happen, to a configured z/OS SMF (Service
Management Facility) database, through an IBM Tivoli Directory Server
(ITDS) set for Remote Audit service. "
stalld,服务, Daemon that finds starving tasks and gives them a temporary boost," The stalld program monitors the set of system threads,
looking for threads that are ready-to-run but have not
been given processor time for some threshold period.
When a starving thread is found, it is given a temporary
boost using the SCHED_DEADLINE policy. The default is to
allow 10 microseconds of runtime for 1 second of clock time."
keepalived,服务," High Availability monitor built upon LVS, VRRP and service pollers"," Keepalived provides simple and robust facilities for load balancing
and high availability to Linux system and Linux based infrastructures.
The load balancing framework relies on well-known and widely used
Linux Virtual Server (IPVS) kernel module providing Layer4 load
balancing. Keepalived implements a set of checkers to dynamically and
adaptively maintain and manage load-balanced server pool according
their health. High availability is achieved by VRRP protocol. VRRP is
a fundamental brick for router failover. In addition, keepalived
implements a set of hooks to the VRRP finite state machine providing
low-level and high-speed protocol interactions. Keepalived frameworks
can be used independently or all together to provide resilient
infrastructures."
rsyslog-gssapi,服务, GSSAPI authentication and encryption support for rsyslog," The rsyslog-gssapi package contains the rsyslog plugins which support GSSAPI
authentication and secure connections. GSSAPI is commonly used for Kerberos
authentication."
gnome-shell-extension-window-grouper,服务, Keep windows that belong to the same process on the same workspace, This GNOME Shell extension keeps windows that belong to the same process on the same workspace.
rasdaemon,服务,Utility to receive RAS error tracings ,"rasdaemon is a RAS (Reliability, Availability and Serviceability) logging tool.
It currently records memory errors, using the EDAC tracing events.
EDAC is drivers in the Linux kernel that handle detection of ECC errors
from memory controllers for most chipsets on i386 and x86_64 architectures.
EDAC drivers for other architectures like arm also exists.
This userspace component consists of an init script which makes sure
EDAC drivers and DIMM labels are loaded at system startup, as well as
an utility for reporting current error counts from the EDAC sysfs files. "
libvirt-daemon-driver-storage-rbd,服务, Storage driver plugin for rbd," The storage driver backend adding implementation of the storage APIs for rbd
volumes using the ceph protocol."
ipa-server-trust-ad,服务, Virtual package to install packages required for Active Directory trusts," Cross-realm trusts with Active Directory in IPA require working Samba 4
installation. This package is provided for convenience to install all required
dependencies at once."
pcp-pmda-smart,服务, Performance Co-Pilot (PCP) metrics for S.M.A.R.T values," This package contains the PCP Performance Metric Domain Agent (PMDA) for
collecting metrics of disk S.M.A.R.T values making use of data from the
smartmontools package."
qemu-kvm-core,服务, qemu-kvm core components," qemu-kvm is an open source virtualizer that provides hardware
emulation for the KVM hypervisor. qemu-kvm acts as a virtual
machine monitor together with the KVM kernel modules, and emulates the
hardware for a full system such as a PC and its associated peripherals."
dde-kwin,服务, KWin configuration for Deepin Desktop Environment," This package provides a kwin configuration that used as the new WM for Deepin
Desktop Environment."
freeradius,服务, High-performance and highly configurable free RADIUS server," The FreeRADIUS Server Project is a high performance and highly configurable
GPL'd free RADIUS server. The server is similar in some respects to
Livingston's 2.0 server.  While FreeRADIUS started as a variant of the
Cistron RADIUS server, they don't share a lot in common any more. It now has
many more features than Cistron or Livingston, and is much more configurable.

FreeRADIUS is an Internet authentication daemon, which implements the RADIUS
protocol, as defined in RFC 2865 (and others). It allows Network Access
Servers (NAS boxes) to perform authentication for dial-up users. There are
also RADIUS clients available for Web servers, firewalls, Unix logins, and
more.  Using RADIUS allows authentication and authorization for a network to
be centralized, and minimizes the amount of re-configuration which has to be
done when adding or deleting new users."
