name,label,bert_graph_pred,summary,description
hunspell-es-PE,工具,服务, Peruvian Spanish hunspell dictionary, Peruvian Spanish hunspell dictionary
checkpolicy,工具,服务, SELinux policy compiler," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

This package contains checkpolicy, the SELinux policy compiler.
Only required for building policies."
ant-apache-xalan2,库,服务, Optional apache xalan2 tasks for ant, Optional apache xalan2 tasks for ant.
libknet1-compress-lzo2-plugin,库,服务, Libknet1 lzo2 support, lzo2 compression support for libknet1.
libgtop2,库,服务, LibGTop library (version 2)," LibGTop is a library for portably obtaining information about processes,
such as their PID, memory usage, etc."
maven-surefire-provider-testng,工具,服务, TestNG provider for Maven Surefire, TestNG provider for Maven Surefire.
tesseract-langpack-guj,工具,服务, Gujarati language data for tesseract-tessdata," This package contains the fast integer version of the Gujarati language
trained models for the Tesseract Open Source OCR Engine."
openblas-openmp,库,服务," An optimized BLAS library based on GotoBLAS2, OpenMP version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with OpenMP support."
google-noto-sans-cherokee-fonts,其它,库, Sans Cherokee font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Cherokee."
java-1.8.0-openjdk-fastdebug,库,服务, OpenJDK 8 Runtime Environment optimised with full debugging on," The OpenJDK 8 runtime environment.
This package is optimised with full debugging. Install only as needed and remove ASAP."
gnupg2-smime,工具,服务,CMS encryption and signing tool and smart card support for GnuPG ,"GnuPG is GNU's tool for secure communication and data storage. This
package adds support for smart cards and S/MIME encryption and signing
to the base GnuPG package "
docker-engine,服务,服务, Docker daemon binary and related utilities, Docker daemon binary and related utilities
perl-User-pwent,库,服务, By-name interface to Perl built-in user name resolver," This package provides an object-oriented interface to Perl build-in getgr*()
and getpw*() functions."
pcp-pmda-bonding,服务,服务, Performance Co-Pilot (PCP) metrics for Bonded network interfaces," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about bonded network interfaces."
matchbox-window-manager,工具,服务, Window manager for the Matchbox Desktop," Matchbox is a base environment for the X Window System running on non-desktop
embedded platforms such as handhelds, set-top boxes, kiosks and anything else
for which screen space, input mechanisms or system resources are limited.

This package contains the window manager from Matchbox."
f32-backgrounds-gnome,其它,服务, Fedora 32 default wallpaper for GNOME and Cinnamon," This package contains GNOME/Cinnamon desktop wallpaper for the
Fedora 32 default theme."
fence-agents-ipmilan,服务,服务, Fence agents for devices with IPMI interface, Fence agents for devices with IPMI interface.
subversion-perl,库,服务, Perl bindings to the Subversion libraries, This package includes the Perl bindings to the Subversion libraries.
bpg-serif-modern-fonts,其它,库, Serif Modern family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Serif Modern font family."
libeot,库,服务, A library for parsing Embedded OpenType font files," libeot is a library for parsing Embedded OpenType files (Microsoft
embedded font ""standard"") and converting them to other formats."
python3-librepo,库,服务,Python 3 bindings for the librepo library ,Python 3 bindings for the librepo library. 
python3-werkzeug,库,库, The Swiss Army knife of Python web development," Werkzeug
========

Werkzeug started as simple collection of various utilities for WSGI
applications and has become one of the most advanced WSGI utility
modules.  It includes a powerful debugger, full featured request and
response objects, HTTP utilities to handle entity tags, cache control
headers, HTTP dates, cookie handling, file uploads, a powerful URL
routing system and a bunch of community contributed addon modules.

Werkzeug is unicode aware and doesn't enforce a specific template
engine, database adapter or anything else.  It doesn't even enforce
a specific way of handling requests and leaves all that up to the
developer. It's most useful for end user applications which should work
on as many server environments as possible (such as blogs, wikis,
bulletin boards, etc.)."
iptables-utils,工具,服务,iptables and ip6tables services for iptables ,"Utils for iptables.

Currently only provides nfnl_osf with the pf.os database. "
google-noto-sans-limbu-fonts,其它,库, Sans Limbu font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Limbu."
