name,label,predict,marked_text
curl,工具,库,utility(工具) file(工具) remote server(服务) http others curl command(工具) line tool(工具) transfer data(工具) syntax support(工具) ftps http https sftp tftp telnet dict ldap ldaps file(工具) imap smtp rtsp curl support(工具) certificate http post http uploading http form base upload proxy cooky authentication basic digest ntlm negotiate kerberos file(工具) transfer resume proxy tunneling busload useful trick
libcurl-minimal,工具,服务,conservatively configured build libcurl minimal installation this replacement package(工具) minimal installation come limited feature compare package(工具) hand package(工具) small require dependency instal
python3-custodia,库,服务,custodia module(库) python(库) custodia module(库) custodia secrets service(服务) provide(工具)r store proxy access(库) password secret material general custodia build http protocol(服务) restful mechanism local unix socket also expose network(服务) reverse proxy service(服务) assume proper authentication header validation implement proxy custodia modular configuration file(工具) control authentication authorization storage plugin(服务)s combine expose
cyrus-imapd-utils,工具,服务,cyrus imap server(服务) administration utilities package(工具) contain(工具)s administrative tool(工具) cyrus imap server(服务) instal system server(服务)
cyrus-imapd-vzic,工具,服务,utilities convert timezone data(工具)base file(工具) vzic program(工具) convert olson timezone data(工具)base file(工具) vtimezone file(工具) compatible icalendar specification this package(工具) contain(工具) forked version(工具) vzic internal cyrus imap server(服务)
cyrus-sasl,库,服务,cyrus sasl library(库) package(工具) contain(工具) cyrus implementation(库) sasl sasl simple authentication security layer method authentication support(工具) protocol(服务)
cyrus-sasl-gs2,库,服务,support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务) support(工具) authentication scheme
cyrus-sasl-gssapi,库,服务,gssapi authentication support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务)s support(工具) gssapi authentication gssapi commonly kerberos authentication
cyrus-sasl-ldap,库,服务,ldap auxprop support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务) support(工具) directory server(服务) access(库) ldap store share secret
cyrus-sasl-md5,库,服务,authentication support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务)s support(工具) authentication scheme
cyrus-sasl-ntlm,库,服务,ntlm authentication support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务) support(工具) ntlm authentication scheme
cyrus-sasl-plain,库,服务,plain login authentication support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务)s support(工具) plain login authentication scheme
cyrus-sasl-scram,库,服务,scram auxprop support(工具) cyrus sasl package(工具) contain(工具) cyrus sasl plugin(服务) support(工具) scram authentication scheme
dav1d,工具,库,decode(库)r decode(库)r focus speed correctness
dbus-tools,工具,服务,tool(工具)s utilities tool(工具)s utility(工具) interact message provide(工具) reference implementation(库)
dbus-x11,库,服务,contain(工具) tool(工具) require xlib instal separate package(工具) server(服务) system need install
dbxtool,工具,服务,secure boot updater this package(工具) contain(工具) update uefi secure boot
dconf,工具,服务,configuration system dconf configuration system main purpose provide(工具) backend gsettings glib
dconf-editor,工具,服务,configuration editor dconf graphical tool(工具) edit dconf configuration data(工具)base
dde-calendar,工具,服务,calendar smart daily planner schedule thing life calendar smart daily planner schedule thing life
