name,label,pred,summary,description
libhugetlbfs-utils,工具,工具,Userspace utilities for configuring the hugepage environment ,"This packages contains a number of utilities that will help administrate the
use of huge pages on your system.  hugeedit modifies binaries to set default
segment remapping behavior. hugectl sets environment variables for using huge
pages and then execs the target program. hugeadm gives easy access to huge page
pool size control. pagesize lists page sizes available on the machine. "
hunspell-nr,工具,工具, Southern Ndebele hunspell dictionaries, Southern Ndebele hunspell dictionaries.
mockito,库,库, A Java mocking framework," Mockito is a mocking framework that tastes really good. It lets you write
beautiful tests with clean & simple API. Mockito doesn't give you hangover
because the tests are very readable and they produce clean verification
errors."
fdo-admin-cli,工具,工具, FDO admin tools implementation, FDO admin tools implementation
xmvn-install,工具,工具, XMvn Install," This package provides XMvn Install, which is a command-line interface
to XMvn installer.  The installer reads reactor metadata and performs
artifact installation according to specified configuration."
bind-export-libs,库,库, ISC libs for DHCP application," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. This package set contains only export
version of BIND libraries, that are used for building ISC DHCP."
kmod-libs,库,库, Libraries to handle kernel module loading and unloading," The kmod-libs package provides runtime libraries for any application that
wishes to load or unload Linux kernel modules from the running system."
libglvnd-gles,库,库, GLES support for libglvnd, libGLESv[12] are the common dispatch interface for the GLES API.
usbguard-tools,工具,工具, USBGuard Tools," The usbguard-tools package contains optional tools from the USBGuard
software framework."
libguestfs-bash-completion,工具,工具, Bash tab-completion scripts for libguestfs tools," Install this package if you want intelligent bash tab-completion
for guestfish, guestmount and various virt-* tools."
ocaml-ocamlbuild,库,库, Build tool for OCaml libraries and programs, OCamlbuild is a build tool for building OCaml libraries and programs.
iwl6000g2a-firmware,其它,其它,Firmware for Intel(R) Wireless WiFi Link 6005 Series Adapters ,"This package contains the firmware required by the Intel wireless drivers
for Linux.  Usage of the firmware is subject to the terms and conditions
contained inside the provided LICENSE file. Please read it carefully. "
python3-pygments,库,工具, Syntax highlighting engine written in Python," Pygments is a generic syntax highlighter for general use in all kinds
of software such as forum systems, wikis or other applications that
need to prettify source code. Highlights are:

  * a wide range of common languages and markup formats is supported
  * special attention is paid to details that increase highlighting
    quality
  * support for new languages and formats are added easily; most
    languages use a simple regex-based lexing mechanism
  * a number of output formats is available, among them HTML, RTF,
    LaTeX and ANSI sequences
  * it is usable as a command-line tool and as a library
  * ... and it highlights even Brainf*ck!"
tesseract-langpack-ben,工具,工具, Bengali language data for tesseract-tessdata," This package contains the fast integer version of the Bengali language
trained models for the Tesseract Open Source OCR Engine."
docker-engine,服务,工具, Docker daemon binary and related utilities, Docker daemon binary and related utilities
perl-Test-Warn,库,库, Perl extension to test methods for warnings," This module provides a few convenience methods for testing warning
based code."
pcp-pmda-bonding,服务,服务, Performance Co-Pilot (PCP) metrics for Bonded network interfaces," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about bonded network interfaces."
kf5-kcodecs,工具,工具, KDE Frameworks 5 Tier 1 addon with string manipulation methods, KDE Frameworks 5 Tier 1 addon with string manipulation methods.
google-noto-sans-mandaic-fonts,其它,其它, Sans Mandaic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Mandaic."
fence-agents-ipmilan,服务,服务, Fence agents for devices with IPMI interface, Fence agents for devices with IPMI interface.
libcap-ng-python3,库,库,Python3 bindings for libcap-ng library ,"The libcap-ng-python3 package contains the bindings so that libcap-ng
and can be used by python3 applications. "
dejavu-sans-mono-fonts,其它,其它,Monospace sans-serif font faces ,"
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of the DejaVu sans-serif monospace font faces, in their
unabridged version. "
libdwarf,库,库, Library to access the DWARF Debugging file format," Library to access the DWARF debugging file format which supports
source level debugging of a number of procedural languages, such as C, C++,
and Fortran.  Please see http://www.dwarfstd.org for DWARF specification."
perl-IO-Socket-SSL,库,库, Perl library for transparent SSL," This module is a true drop-in replacement for IO::Socket::INET that
uses SSL to encrypt data before it is transferred to a remote server
or client. IO::Socket::SSL supports all the extra features that one
needs to write a full-featured SSL client or server application:
multiple SSL contexts, cipher selection, certificate verification, and
SSL version selection. As an extra bonus, it works perfectly with
mod_perl."
libvirt-dbus,库,库, libvirt D-Bus API binding, This package provides D-Bus API for libvirt
hunspell-es-PR,工具,工具, Puerto Rican Spanish hunspell dictionary, Puerto Rican Spanish hunspell dictionary
smc-suruma-fonts,其它,其它, Open Type Fonts for Malayalam script," The Suruma font package contains fonts for the display of
traditional Malayalam Scripts."
realmd,服务,服务,Kerberos realm enrollment service ,"realmd is a DBus system service which manages discovery and enrollment in realms
and domains like Active Directory or IPA. The control center uses realmd as the
back end to 'join' a domain simply and automatically configure things correctly. "
tigervnc-server-module,库,服务, TigerVNC module to Xorg," This package contains libvnc.so module to X server, allowing others
to access the desktop on your machine."
tree,工具,工具,File system tree viewer ,"The tree utility recursively displays the contents of directories in a
tree-like format.  Tree is basically a UNIX port of the DOS tree
utility. "
gnome-shell-extension-launch-new-instance,服务,服务, Always launch a new application instance for GNOME Shell," This GNOME Shell extension modifies the behavior of clicking in the dash and app
launcher to always launch a new application instance."
