name,label,layer_pred,class_pred,summary,description
bind-libs-lite,系统库,应用,库,Libraries for working with the DNS protocol,"Contains lite version of BIND suite libraries which are used by various
programs to work with DNS protocol."
bind-license,系统服务,应用,其它,License of the BIND DNS suite,Contains license of the BIND DNS suite.
bind-pkcs11,系统服务,核心,服务,Bind with native PKCS#11 functionality for crypto,"This is a version of BIND server built with native PKCS#11 functionality.
It is important to have SoftHSM v2+ installed and some token initialized.
For other supported HSM modules please check the BIND documentation."
bind-pkcs11-libs,系统服务,系统,库,Bind libraries compiled with native PKCS#11,"This is a set of BIND libraries (dns, isc) compiled with native PKCS#11
functionality."
bind-sdb,系统服务,应用,服务,BIND server with database backends and DLZ support,"BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named-sdb)
which has compiled-in SDB (Simplified Database Backend) which includes
support for using alternative Zone Databases stored in an LDAP server
(ldapdb), a postgreSQL database (pgsqldb), an sqlite database (sqlitedb),
or in the filesystem (dirdb), in addition to the standard in-memory RBT
(Red Black Tree) zone database. It also includes support for DLZ
(Dynamic Loadable Zones)"
bind-sdb-chroot,系统服务,核心,服务,"A chroot runtime environment for the ISC BIND DNS server, named-sdb(8)","This package contains a tree of files which can be used as a
chroot(2) jail for the named-sdb(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
python3-bind,系统库,系统,工具,A module allowing rndc commands to be sent from Python programs,This package provides a module which allows commands to be sent to rndc directly from Python programs.
bind9.16,系统服务,核心,服务,The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server,"BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
bind9.16-chroot,系统服务,核心,工具,"A chroot runtime environment for the ISC BIND DNS server, named(8)","This package contains a tree of files which can be used as a
chroot(2) jail for the named(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
bind9.16-dnssec-utils,系统工具,系统,服务,DNSSEC keys and zones management utilities,"Bind-dnssec-utils contains a collection of utilities for editing
DNSSEC keys and BIND zone files. These tools provide generation,
revocation and verification of keys and DNSSEC signatures in zone files.

You should install bind9.16-dnssec-utils if you need to sign a DNS zone
or maintain keys for it."
bind9.16-libs,系统库,应用,工具,Libraries used by the BIND DNS packages,"Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind9.16-utils package."
bind9.16-license,系统服务,应用,其它,License of the BIND DNS suite,Contains license of the BIND DNS suite.
bison-runtime,系统工具,其它,库,Runtime support files used by Bison-generated parsers,"The bison-runtime package contains files used at runtime by parsers
that Bison generates.  Packages whose binaries contain parsers
generated by Bison should depend on bison-runtime to ensure that
these files are available.  See the Internationalization in the
Bison manual section for more information."
blktrace,系统工具,系统,服务,Utilities for performing block layer IO tracing in the Linux kernel,"blktrace is a block layer IO tracing mechanism which provides detailed
information about request queue operations to user space.  This package
includes both blktrace, a utility which gathers event traces from the kernel;
and blkparse, a utility which formats trace data collected by blktrace.

You should install the blktrace package if you need to gather detailed
information about IO patterns."
iowatcher,系统工具,应用,工具,Utility for visualizing block layer IO patterns and performance,"iowatcher generates graphs from blktrace runs to help visualize IO patterns and
performance as SVG images or movies. It can plot multiple blktrace runs
together, making it easy to compare the differences between different benchmark
runs.

You should install the iowatcher package if you need to visualize detailed
information about IO patterns."
bluez,系统工具,系统,服务,Bluetooth utilities,"Utilities for use in Bluetooth applications:
	- hcitool
	- hciattach
	- hciconfig
	- bluetoothd
	- l2ping
	- rfcomm
	- sdptool
	- bluetoothctl
	- btmon
	- hcidump
	- l2test
	- rctest
	- gatttool
	- start scripts (Red Hat)
	- pcmcia configuration files

The BLUETOOTH trademarks are owned by Bluetooth SIG, Inc., U.S.A."
bluez-cups,系统工具,应用,工具,CUPS printer backend for Bluetooth printers,This package contains the CUPS backend
bluez-hid2hci,系统工具,系统,服务,Put HID proxying bluetooth HCI's into HCI mode,"Most allinone PC's and bluetooth keyboard / mouse sets which include a
bluetooth dongle, ship with a so called HID proxying bluetooth HCI.
The HID proxying makes the keyboard / mouse show up as regular USB HID
devices (after connecting using the connect button on the device + keyboard),
which makes them work without requiring any manual configuration.

The bluez-hid2hci package contains the hid2hci utility and udev rules to
automatically switch supported Bluetooth devices into regular HCI mode.

Install this package if you want to use the bluetooth function of the HCI
with other bluetooth devices like for example a mobile phone.

Note that after installing this package you will first need to pair your
bluetooth keyboard and mouse with the bluetooth adapter before you can use
them again. Since you cannot use your bluetooth keyboard and mouse until
they are paired, this will require the use of a regular (wired) USB keyboard
and mouse."
