name,label,text,summary,description
dnf-data,系统, Common data and configuration files for DNF  Common data and configuration files for DNF, Common data and configuration files for DNF, Common data and configuration files for DNF
python3-dnf,系统, Python 3 interface to DNF  Python 3 interface to DNF., Python 3 interface to DNF, Python 3 interface to DNF.
yum,系统,"Package manager  Utility that allows users to manage packages on their systems. It supports RPMs, modules and comps groups & environments. ",Package manager ,"Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments. "
dnf-plugin-releasever-adapter,系统," A dnf plugin for releasever adaptation  A plugin for the Dandified Yellow dog Updater, Modified. The plugin can automatically convert the releasever of Anolis OS, which is 8.x to the latest version of releasever which is 8.", A dnf plugin for releasever adaptation," A plugin for the Dandified Yellow dog Updater, Modified. The plugin
can automatically convert the releasever of Anolis OS, which is 8.x
to the latest version of releasever which is 8."
dnf-plugins-core,系统," Core Plugins for DNF  Core Plugins for DNF. This package enhances DNF with builddep, config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting, repoclosure, repograph, repomanage, reposync, changelog and repodiff commands. Additionally provides generate_completion_cache passive plugin.", Core Plugins for DNF," Core Plugins for DNF. This package enhances DNF with builddep, config-manager,
copr, debug, debuginfo-install, download, groups-manager, needs-restarting, repoclosure,
repograph, repomanage, reposync, changelog and repodiff commands. Additionally
provides generate_completion_cache passive plugin."
python3-dnf-plugin-modulesync,系统," Download module metadata and packages and create repository  Download module metadata from all enabled repositories, module artifacts and profiles of matching modules and create repository.", Download module metadata and packages and create repository," Download module metadata from all enabled repositories, module artifacts and profiles of matching modules and create
repository."
python3-dnf-plugin-post-transaction-actions,系统,"Post transaction actions Plugin for DNF  Post transaction actions Plugin for DNF, Python 3 version. Plugin runs actions (shell commands) after transaction is completed. Actions are defined in action files. ",Post transaction actions Plugin for DNF ,"Post transaction actions Plugin for DNF, Python 3 version. Plugin runs actions
(shell commands) after transaction is completed. Actions are defined in action
files. "
python3-dnf-plugins-core,系统," Core Plugins for DNF  Core Plugins for DNF, Python 3 interface. This package enhances DNF with builddep, config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting, repoclosure, repograph, repomanage, reposync, changelog and repodiff commands. Additionally provides generate_completion_cache passive plugin.", Core Plugins for DNF," Core Plugins for DNF, Python 3 interface. This package enhances DNF with builddep,
config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting,
repoclosure, repograph, repomanage, reposync, changelog and repodiff commands.
Additionally provides generate_completion_cache passive plugin."
python3-dnf-plugin-versionlock,系统,Version Lock Plugin for DNF  Version lock plugin takes a set of name/versions for packages and excludes all other versions of those packages. This allows you to e.g. protect packages from being updated by newer versions. ,Version Lock Plugin for DNF ,"Version lock plugin takes a set of name/versions for packages and excludes all other
versions of those packages. This allows you to e.g. protect packages from being
updated by newer versions. "
yum-utils,系统,"Yum-utils CLI compatibility layer  As a Yum-utils CLI compatibility layer, supplies in CLI shims for debuginfo-install, repograph, package-cleanup, repoclosure, repomanage, repoquery, reposync, repotrack, repodiff, builddep, config-manager, debug, download and yum-groups-manager that use new implementations using DNF. ",Yum-utils CLI compatibility layer ,"As a Yum-utils CLI compatibility layer, supplies in CLI shims for
debuginfo-install, repograph, package-cleanup, repoclosure, repomanage,
repoquery, reposync, repotrack, repodiff, builddep, config-manager, debug,
download and yum-groups-manager that use new implementations using DNF. "
